ImageNet16-120,12399,104.63244021340718,42.73333322652181,104.14005732536316
ImageNet16-120,13714,105.64707280346472,46.333333245171445,104.51896786689758
ImageNet16-120,6563,104.87069349696941,42.366666564941404,104.50446152687073
ImageNet16-120,11296,105.74897846164103,42.14999991353353,104.8126654624939
ImageNet16-120,7209,105.7463026741575,42.49999996439616,104.46591973304749
ImageNet16-120,8102,105.68612558006033,45.7,104.12179231643677
ImageNet16-120,11296,105.66411618306178,42.14999991353353,102.963623046875
ImageNet16-120,13162,91.76886408515942,44.16666653951009,103.94865560531616
ImageNet16-120,11296,105.47636768726598,42.14999991353353,103.26970624923706
ImageNet16-120,5374,103.8617379336185,46.516666524251306,104.24849891662598
