ImageNet16-120,5636,,43.63333326551649,59.94369053840637,1569.4618679774317
ImageNet16-120,13717,,45.6,61.87875270843506,1565.9218563264747
ImageNet16-120,15128,,44.78333324686686,60.479177474975586,1566.7309519113874
ImageNet16-120,4317,,35.47777768792047,59.88959980010986,1571.1278527720424
ImageNet16-120,12598,,44.949999989827475,60.33347272872925,1567.021050777308
ImageNet16-120,10593,,45.61666669718424,61.06908106803894,1569.1423760710907
ImageNet16-120,7855,,45.57777774047852,59.692097902297974,1568.1700067605034
ImageNet16-120,7361,,43.849999908447266,58.42099452018738,1569.0997529628146
ImageNet16-120,12598,,44.949999989827475,61.19305467605591,1568.6328835336963
ImageNet16-120,9608,,45.63333319600423,60.6782431602478,1568.4188428958882
