cifar10,50,4361,88.08,93.74333333333334,10533.87667298317
cifar10,50,1000,87.79,93.55,10728.055270195007
cifar10,50,4907,88.25,93.75,10312.085650205612
cifar10,50,3035,87.68,93.65,11201.44804596901
cifar10,50,13376,88.22,93.755,11350.538209438324
cifar10,50,11298,88.32,93.74,10615.083242177963
cifar10,50,11217,87.75,93.86500000000001,10969.935079574585
cifar10,50,9916,87.85,93.59666666666668,10607.768755674362
cifar10,50,1583,88.04,93.67333333333333,10615.983712434769
cifar10,50,14203,87.98,93.64666666666666,10733.187889575958
cifar10,50,3706,87.4,93.175,11182.73522734642
cifar10,50,4564,86.47,92.26333333333334,11028.228945493698
cifar10,50,7556,87.99,93.88333333333333,10988.815866470337
cifar10,50,14375,88.63,93.875,11757.536787033081
cifar10,50,1383,87.84,93.23666666666668,11666.292499542236
cifar10,50,10131,88.27,93.62,11282.416660308838
cifar10,50,2561,86.77,92.99666666666667,10784.973772525787
cifar10,50,428,86.78,92.44666666666667,11209.658159255981
cifar10,50,9950,88.01,93.845,10747.765710353851
cifar10,50,572,87.52,93.32666666666667,10958.478078126907
cifar10,50,4902,87.89,93.75,11414.087218046188
cifar10,50,9161,87.78,93.6,10231.563428640366
cifar10,50,10676,88.39,94.125,11203.29606795311
cifar10,50,10360,88.37,93.715,11485.034680843353
cifar10,50,12799,88.45,93.82,10970.829772949219
cifar10,50,372,87.31,92.91,10606.577199459076
cifar10,50,9930,88.66,94.36333333333334,10944.02394747734
cifar10,50,11687,87.01,92.88499999999999,10865.878494977951
cifar10,50,14709,86.97,93.655,10841.789031744003
cifar10,50,11584,88.68,93.695,11275.512427330017
cifar10,100,244,88.36,93.61,22070.372852802277
cifar10,100,10715,88.31,93.815,21462.85904455185
cifar10,100,4418,88.73,93.94666666666667,22895.394411325455
cifar10,100,6305,87.9,93.40333333333335,22091.152122974396
cifar10,100,10189,88.58,93.815,22151.872517347336
cifar10,100,8285,88.46,93.895,21484.898119211197
cifar10,100,42,87.96,93.60333333333334,22476.218712329865
cifar10,100,11867,87.42,93.045,22731.004708766937
cifar10,100,5883,87.95,93.82,21371.39906835556
cifar10,100,13417,88.5,93.655,21862.925795316696
cifar10,100,13991,88.3,93.775,22325.46800351143
cifar10,100,12415,88.71,94.04499999999999,22074.610530614853
cifar10,100,7407,88.14,93.50999999999999,22262.06145620346
cifar10,100,3731,88.28,94.34333333333332,21521.73207259178
cifar10,100,11270,88.17,93.705,21778.57138299942
cifar10,100,10192,87.93,93.58,22545.472052574158
cifar10,100,11472,87.95,93.91,21691.945070505142
cifar10,100,2581,88.96,94.21999999999998,22890.59792780876
cifar10,100,10000,88.52,94.125,22641.779275655746
cifar10,100,1530,86.92,92.86000000000001,23370.168287038803
cifar10,100,10131,88.27,93.62,21138.804911613464
cifar10,100,1114,88.01,93.71,21568.744275569916
cifar10,100,13539,88.82,94.245,21815.510033607483
cifar10,100,168,88.03,94.12666666666667,21929.892429351807
cifar10,100,6584,88.02,94.015,22345.17292046547
cifar10,100,12415,88.71,94.04499999999999,22375.475209712982
cifar10,100,4902,87.89,93.75,21741.12479376793
cifar10,100,10000,88.52,94.125,21992.489367485046
cifar10,100,12476,88.16,93.72,21250.661297798157
cifar10,100,13741,88.12,93.46333333333332,22181.79234313965
cifar10,200,10676,88.39,94.125,42828.08102464676
cifar10,200,13112,87.93,93.71666666666665,43280.37915062904
cifar10,200,10189,88.58,93.815,42609.11530256271
cifar10,200,6119,88.52,93.805,42901.4962310791
cifar10,200,5731,88.01,93.61666666666667,43802.01637840271
