cifar100,12415,106.93512860557013,71.79999999389648,88.7983124256134
cifar100,3621,108.09692452628776,71.71333326009115,90.14118075370789
cifar100,5721,110.079220790121,70.22000001424153,89.14957666397095
cifar100,13507,109.09262043794166,70.75999995117188,87.50772380828857
cifar100,2632,95.79821509267434,69.94666661376954,88.13124942779541
cifar100,5805,93.87326102221172,69.51999995727539,88.96841073036194
cifar100,7209,109.2104884974013,71.0499999206543,89.11082196235657
cifar100,648,108.81331182820539,70.79333327229818,88.42381572723389
cifar100,7906,107.75279605836246,72.71999995727539,88.56086850166321
cifar100,14919,95.97333199119987,69.79333323567708,88.7244975566864
