cifar10;9930;107,9577469;94,36333333;146,3943
cifar10;13714;107,0310463;94,37333333;145,0933869
cifar10;9930;107,8264683;94,36333333;144,6296556
cifar10;655;106,3391989;93,99;144,4911869
cifar10;9930;107,9343804;94,36333333;145,0930398
cifar10;9930;107,9669014;94,36333333;143,2536783
cifar10;8101;106,4523812;93,42;142,701926
cifar10;12415;104,6291384;94,045;142,4705906
cifar10;7906;105,5270018;94,01;142,6726236
cifar10;9930;107,7239679;94,36333333;143,0298438
cifar10;2581;106,9211533;94,22;143,1230426
cifar10;2030;106,4788586;94,02333333;142,9028361
cifar10;2030;106,5761728;94,02333333;141,8328702
cifar10;13714;106,8827501;94,37333333;142,9902511
cifar10;13714;106,898886;94,37333333;142,8941257
;;106,8764035;94,17788889;143,5715571
;;;94,37333333;
