cifar10;15128;1747,351279;92,78;54,34079027
cifar10;5636;1749,653229;92,67;43,84340763
cifar10;8662;1748,189148;92,945;44,15119958
cifar10;915;1748,737476;92,79333333;44,96368003
cifar10;14417;1749,005359;92,625;44,29739189
cifar10;915;1748,723119;92,79333333;44,41333532
cifar10;1303;1749,732598;92,48666667;45,32972264
cifar10;10593;1748,21;92,92;43,41924763
cifar10;862;1747,994549;93,49333333;44,50824809
cifar10;15128;1748,484832;92,78;43,58620143
cifar10;4317;1748,912612;89,37;43,34338212
cifar10;10593;1749,501865;92,92;44,1369946
cifar10;9558;1748,073137;92,425;45,24654412
cifar10;5207;1747,739163;93,30333333;44,4446764
cifar10;12598;1748,544934;93,325;43,89822221
;;1748,59022;92,642;44,92820293
;;;93,49333333;
