cifar10;10749;106,5748268;93,565;145,8715014
cifar10;10400;92,26350967;93,495;143,7956102
cifar10;5374;105,1437436;93,925;143,9083662
cifar10;2778;106,523108;94,02;142,9030194
cifar10;1462;108,0234782;93,76;143,0518708
cifar10;983;106,764675;93,46;144,0116298
cifar10;12117;92,48293673;93,315;143,4901359
cifar10;852;90,87904043;93,33;144,7279465
cifar10;6420;107,8523655;92,08666667;144,1718123
cifar10;1462;108,0371295;93,76;142,4207754
cifar10;3621;105,9163328;93,89333333;144,5300386
cifar10;8624;93,45690255;93,03;141,8885658
cifar10;655;106,2728037;93,99;143,9457116
cifar10;13403;107,9743178;93,335;143,0635879
cifar10;13417;104,8885624;93,655;143,5535951
;;102,8702488;93,508;143,6889445
;;;94,02;
