cifar10;3192;1720,719328;93,28;41,54840136
cifar10;4244;1720,525216;94,045;44,39752603
cifar10;2210;1722,496142;93,63666667;42,86989117
cifar10;7514;1722,272973;92,44333333;41,63916826
cifar10;4807;1722,438425;93,445;42,96577668
cifar10;3607;1720,947061;93,07333333;42,00521684
cifar10;1891;1726,077325;89,30333333;40,93138194
cifar10;3192;1722,291256;93,28;40,65900421
cifar10;11803;1723,595412;92,165;40,01797247
cifar10;3385;1720,673967;93,86;41,7390933
cifar10;4244;1719,603599;94,045;41,80150771
cifar10;9208;1720,374509;92,62;40,70769978
cifar10;3931;1721,769069;93,07;41,33943391
cifar10;3738;1723,785422;93,405;41,34312129
cifar10;378;1722,399775;93,51;42,24923563
;;1721,997965;93,01211111;41,7476287
;;;94,045;
